processed_data,label
xinh sang xịn mịn giao hàng nhanh uhu mê qá hình_ảnh chỉ mang tính_chất minh_họa,"[0, 0, 0, 0, 0, 0, 1, 0]"
mua 21 k tiền nào của nấy chất son bị vón khô khó tán màu lên khá đúng hình_ảnh k liên_quan sp mang tính_chất lấy xu,"[0, 1, 0, 1, 0, 1, 0, 0]"
do đơn đang kẹt nên giao lâu kinh_khủng lần đầu mình sài son nđt nên thấy cũng tạm ổn được cái màu xinh,"[0, 0, 0, 0, 0, 1, 1, 0]"
màu hồng đỗ ko giống hình lắm còn màu cam thì khá okie chất cũng khá nhạt khi test lên tay phải tô qua_lại 2 3 lần mùi khá khó_chịu ko có thơm,"[0, 0, 1, 0, 0, 1, 0, 0]"
zxzxzx,"[0, 0, 0, 0, 1, 0, 0, 0]"
son thơm như lollipop đánh lên môi mịn mượt độ lì cx bình_thường có tem chống giả thông_tin thành_phần màu 24 bôi nhẹ thôi xinh cực hundred_points nên mua,"[1, 1, 1, 0, 0, 1, 0, 0]"
son tốt màu đẹp mềm mướt không bị khô môi còn có quà tặng kèm siêu đẹp chắc tay,"[0, 1, 0, 0, 0, 1, 0, 0]"
son xinh nha màu này thì dễ đánh kh phải bàn rồi hợp với mọi loại da nha còn cái vết nơi son là 1 lô sxuat nó bị v á mình đi mua ở ngoài cũng v nên yên_tâm kh phải hàng giả nha mal thì yên_tâm rồi,"[0, 0, 0, 0, 0, 1, 0, 0]"
mua khi được giảm_giá nên cũng rẻ chất son hơi khô 1 chút màu lên ổn không nghĩ thỏi son nhỏ đến vậy rolling_on_the_floor_laughing,"[0, 1, 0, 1, 0, 1, 0, 0]"
hình_ảnh mang tính_chất nhận xu son đánh mềm môi k bị khô môi như các loại son kem khác mùi cũng k khó_chịu,"[0, 1, 1, 0, 0, 0, 0, 0]"
hàng quốc_tế nhưng giao rất nhanh màu son đẹp nhưng mau trôi lắm,"[1, 0, 0, 0, 0, 1, 1, 0]"
son xinh xỉu bề_ngoài cute sang choảnh lắm ạ lên màu đẹp không bị khô môi màu 2 rất hợp mùa dsong luôn á cứ đến mùa đông là e lại mua màu đỏ đất_đỏ socla haha tuy_nhiên thì nhanh trôi lắm luon ạ nhưng ko sao haha ủng_hộ shop sau mà shop giao lâu thật chờ mòn_mỏi luôn ạ,"[1, 1, 0, 0, 0, 1, 1, 0]"
son đẹp,"[0, 0, 0, 0, 1, 0, 0, 0]"
đóng gói sản_phẩm chắc_chắn cẩn_thận son lên màu đậm trông già_dặn hẳn bám môi kém,"[1, 0, 0, 0, 0, 1, 0, 1]"
shop xử_lý và chuẩn_bị hàng nhanh gói hàng kĩ lắm nha son đẹp lắm ạ,"[0, 0, 0, 0, 0, 0, 0, 1]"
spham thiết_kế xinh xỉu luôn cac ban ơi chất_lượng ở mức khá so vs tầm giá mấy món nhỏ xinh tiện toàn tone màu hothit,"[0, 0, 0, 1, 0, 0, 0, 0]"
hehe son xinh xĩu mùi thơm lắm luôn bọc hàng kĩ nữa chớ 10 đ chất_lượng keke white_heart,"[0, 0, 1, 0, 0, 0, 0, 1]"
hàng ok nhưng mà ship siêu lâu nha mng ngồi đợi mà muốn ngất luôn,"[0, 0, 0, 0, 0, 0, 1, 0]"
sp dùng rất ưng_ý ủng_hộ shop lâu_dài hình_ảnh ko liên_quan nhưng sp như trên ảnh review,"[0, 0, 0, 0, 1, 0, 0, 0]"
chim_ưng quá son lên màu đẹp 2 màu này mix với nhau cũng hợp luôn chất son lên môi mịn lắm mùi son_ưng cực_kì như kẹo ấy lớp tint để lại cũng lì lắm nha trên ảnh là mình tẩy bằng nước sau đó để mấy tiếng lớp tint còn y_nguyên k bay_màu luôn rất đáng để thử nha,"[1, 1, 1, 0, 0, 1, 0, 0]"
rất đẹp,"[0, 0, 0, 0, 1, 0, 0, 0]"
màu son đẹp nđt thích nhất son của hãng này sẽ quay lại ủng_hộ shop,"[0, 0, 0, 0, 0, 1, 0, 0]"
chất_lượng đảm_bảo với giá son đẹp bao_bì ok giao hàng lâu,"[0, 0, 0, 1, 0, 0, 1, 0]"
công_dụng làm đẹp kết_cấu đẹp độ bền_màu trôi nhanh giao hàng nhanh_shop uy_tín sản_phẩm chất_lượng,"[1, 1, 0, 0, 0, 0, 1, 0]"
hơi mùi nồng ban_đầu tí thôi nhé,"[0, 0, 1, 0, 0, 0, 0, 0]"
shop hỗ_trợ rất nhanh và nhiệt_tình son xinh lắm ạ còn được tặng thêm quà,"[0, 0, 0, 0, 1, 0, 0, 0]"
công_dụng đẹp lắm nha,"[0, 0, 0, 0, 1, 0, 0, 0]"
màu xinh_đẹp khỏi bàn,"[0, 0, 0, 0, 0, 1, 0, 0]"
pd đóng_gói rất cẩn_thận giao hàng khá nhanh so với hàng quốc_tế còn tặng thêm 1 thỏi son nữa màu khá thích son kem của pd không có gì để chê,"[0, 0, 0, 0, 0, 1, 1, 1]"
giao hàng hơi lâu mọi người ơi nhưng đóng_gói và chất_lượng sản_phẩm tỵt zời,"[0, 0, 0, 0, 0, 0, 1, 1]"
kết_cấu kissing_face_with_smiling_eyes sản phâ m râ t đe p nha màu đẹp lâu trôi hợp vi tiền smiling_face_with_smiling_eyes smiling_face squinting_face_with_tongue,"[1, 1, 0, 1, 0, 1, 0, 0]"
oki laqms luôn bae iu iu kmkm,"[0, 0, 0, 0, 1, 0, 0, 0]"
son đẹp lắm chất lì mịn nữa ship nhanh cực_kì mình đặt sáng hôm_qua mà trưa nay mình nhận được rồi,"[1, 1, 0, 0, 0, 0, 1, 0]"
ảnh minh_họa cat_with_tears_of_joy sp ok,"[0, 0, 0, 0, 1, 0, 0, 0]"
ca_khúc giấc mơ tuyết trắng chính_thức thuộc sở_hữu độc_quyền của nathan le cả nhà chuẩn_bị tinh_thần thưởng_thức âm_nhạc đỉnh kout nha unicorn green_apple nathan le chia_sẻ,"[0, 0, 0, 0, 1, 0, 0, 0]"
đúng đợt dịch nên đợi hơi lâu hàng đóng_gói cẩn_thận son chất_lượng tốt,"[0, 0, 0, 0, 0, 0, 1, 1]"
đợi mãi cuối_cùng cũng nhận được hộp không bị méo móp gì cả chất_lượng chưua sd nên khum ro,"[0, 0, 0, 0, 0, 0, 0, 1]"
giao hàng hơi lâu may về kịp tết chất_lượng chưa thử nhưng thấy nhiều người review bảo ok,"[0, 0, 0, 0, 0, 0, 1, 0]"
không hiểu sao môi mình rất kén đó dùng mà vẫn bị dị_ứng thế mà dùng caia nội_địa trung này lại ok khó hỉeu thật,"[0, 0, 0, 0, 1, 0, 0, 0]"
đẹp sang xịn mịn thơm,"[0, 1, 1, 0, 0, 0, 0, 0]"
đẹp chất_lượng giao hàng nhanh màu lên đẹp mua 1 c r mà phải mua thêm 3 cây,"[0, 0, 0, 0, 0, 1, 1, 0]"
hàng chất_lượng,"[0, 0, 0, 0, 1, 0, 0, 0]"
hình_ảnh ko liên_quan nhưng tại vì chưa chụp được sản_phẩm son rẻ màu đẹp mình ưng mình sẽ ủng_hộ shop thêm còn chất_lượng thì phải dùng lâu mới biết được nhé,"[0, 0, 0, 1, 0, 1, 0, 0]"
công_dụng son thom_mui ca phe kết_cấu mong nhe độ bền_màu chac kh dc lau hang noi dia trung ma dc nhu v la qua ok,"[1, 1, 1, 0, 0, 0, 0, 0]"
son lì lâu trôi màu đẹp giao hàng nhanh cực giá_cả hợp_lí_shop giao đầy_đủ còn có quà tặng,"[1, 0, 0, 1, 0, 1, 1, 0]"
giao hàng khá nhanh gói cẩn_thận hàng mal yên t tuyệt_đối đã mua hai lần,"[0, 0, 0, 0, 0, 0, 1, 1]"
sản_phẩm okela lắm ạ mua nhiều lần rồi nhưng lần này hơi vơi 1 xíu,"[0, 0, 0, 0, 1, 0, 0, 0]"
màu siêu xinh hạn dài lên chuẩn luôn ý ạ đến tận 2024 luôn ạ nên mua,"[0, 0, 0, 0, 0, 1, 0, 0]"
shop giao hàng nhanh đóng_gói cẩn_thận chất_lượng sp tốt a shiper thân_thiện,"[0, 0, 0, 0, 0, 0, 1, 1]"
son xinh lắm nha cầm_hơi nhẹ_tay nhma bù lại thì son rất đẹp màu 01 siêu xinh luôn khuyên mọi người nên mua thử 3,"[0, 0, 0, 0, 0, 1, 0, 0]"
chất son mềm chất kem lì lâu trôi giá lại phù_hợp mn nên mua,"[1, 1, 0, 1, 0, 0, 0, 0]"
son rất nà thơm lun íi trời ui chưa đánh lên môi nên khum pít có lâu trôi khum nhưng swatch ra_tay thì thấy màu rất xinh nè,"[1, 0, 1, 0, 0, 1, 0, 0]"
mích thích xài son của hãng này mùi của son này giống mùi sicula son lì bám dính chắc lên môi chuẩn màu thumbs_up_light_skin_tone hundred_points,"[1, 0, 1, 0, 0, 1, 0, 0]"
ship lâu lắm chắc do dịch hàng nhận đầy_đủ màu khá trầm 1 đỏ đất 1 đỏ cam đất lên_hơi tối so với màu swatch chất ổn so với giá có mùi hóa_học nhè_nhẹ được shop tặng thêm cái mask vs miếng lột mụn đầu_đen nữa,"[0, 1, 1, 0, 0, 1, 1, 0]"
son đánh lên màu ưng cực chắc do mình thấy vậh chứ không biết các bạn thế_nào,"[0, 0, 0, 0, 0, 1, 0, 0]"
son xinh test thử thấy chất son ok k bị khô môi chưa để trên môi lâu nên chưa biết ntn nhưng với giá 9 k 2 thỏi ntn thì quá tuyệt r phù_hợp với các bạn sinh_viên học_sinh lắm nhé,"[0, 1, 0, 1, 0, 0, 0, 0]"
chất_lượng sản_phẩm tuyệt_vời son thơm và mịn đóng_gói sản_phẩm kĩ thumbs_up_light_skin_tone thumbs_up_light_skin_tone,"[0, 1, 1, 0, 0, 0, 0, 1]"
cũng khá đẹp á giao hàng hơi lâu shiper dễ_thương nên cho 5 hehe,"[0, 0, 0, 0, 0, 0, 1, 0]"
màu đẹp dã_man luôn ý mng backhand_index_pointing_right backhand_index_pointing_left đặc_biệt là đỏ nâu nha lên màu đẹp dã_man hình_ảnh chỉ mang tính_chất nhận xu 3,"[0, 0, 0, 0, 0, 1, 0, 0]"
son đẹp đóng_gói kĩ_càng cẩn thẩn giao nhanh nên mua nha mng,"[0, 0, 0, 0, 0, 0, 1, 1]"
công_dụng son kết_cấu chất son mềm mịn a_độ bền_màu len mau dep nhdjdjc,"[1, 1, 0, 0, 0, 1, 0, 0]"
công_dụng làm đẹp kết_cấu màu đẹp độ bền_màu dễ lau dễ trôi sp tốt phù_hợp với giá tiền,"[1, 1, 0, 1, 0, 1, 0, 0]"
công_dụng son lên màu đẹp kết_cấu khá đẹp độ bền_màu khá lâu mọi người nên mua nhé rất phù_hợp,"[1, 1, 0, 0, 0, 1, 0, 0]"
son này mình đã xài cả năm nay rồi nên chất son khỏi bàn luôn mượt mà ko bị khô nè màu hồng trà_xinh xỉu,"[0, 1, 0, 0, 0, 1, 0, 0]"
gói hàng đẹp hộp k bị bóp_méo chất_lượng son thì miễn bàn rồi ha mùi son thơm lắm,"[0, 0, 1, 0, 0, 0, 0, 1]"
công_dụng son kết_cấu ổn độ bền_màu đẹp 0 son kem lì trà sữa lâu trôi mịn môi hàn quốc romand milk tea velvet tint 4 4 g lần sau sẽ ủng_hộ tiếp,"[1, 1, 0, 0, 0, 0, 0, 0]"
góc review có tâm tiền nào của đấy ạ màu sơn thì ưng nhưng chất son bệt bệt có mùi kẹo nhâ,"[0, 1, 1, 1, 0, 1, 0, 0]"
mua nhầm màu r nhưng vẫn ủng_hộ shop vì sp xịn,"[0, 0, 0, 0, 1, 0, 0, 0]"
thời_gian giao hàng ổn check mã_vạch thì là hàng auth đóng_gói cẩn_thận mua tặng nên ko biết màu như nào,"[0, 0, 0, 0, 0, 0, 1, 1]"
đóng gói kĩ hàng về siêu nhanh không phải chờ_đợi lâu nên mua nha mn,"[0, 0, 0, 0, 0, 0, 1, 1]"
son màu đẹp lâu trôi thoa lên môi là khô mau,"[1, 1, 0, 0, 0, 1, 0, 0]"
qua thích luôn ạ son thơm lên màu đẹp chất lương ok nên mua nha mn thumbs_up_light_skin_tone thumbs_up_light_skin_tone thumbs_up_light_skin_tone,"[0, 0, 1, 0, 0, 1, 0, 0]"
xink quá trỡi ơi là trơidi đẹp lắm luon aá mọi người,"[0, 0, 0, 0, 1, 0, 0, 0]"
hình_ảnh chỉ mang tính_chất minh_họa hoi nhưng mà son xinh lém nha mỗi tội là đánh xong tầm 30 phút sau môi hơi bị khô,"[0, 1, 0, 0, 0, 0, 0, 0]"
đóng gói sản_phẩm chắc_chắn thời_gian giao hàng nhanh chỉ mất 6 ngày từ hcm ra hn mong là chất_lượng sản_phẩm xịn sò,"[0, 0, 0, 0, 0, 0, 1, 1]"
son màu 26 đẹp lắm ạ dùng nhiều loại son r nhưng vẫn thích merzy ý chất son mềm,"[0, 1, 0, 0, 0, 1, 0, 0]"
son xinh màu siêu_đẹp phù_hợp với giá tiền ship nhanh đóng hàng chắc_chắn,"[0, 0, 0, 1, 0, 1, 1, 1]"
màu đẹp trc mk toang dùng a12 nên giờ sang thùng thử của bia chất mịn mượt hơn của a12,"[0, 1, 0, 0, 0, 1, 0, 0]"
chất_lượng sản_phẩm tuyệt_vời giá_thành cũng khá reẻ,"[0, 0, 0, 1, 0, 0, 0, 0]"
giao hàng nhanh màu đẹp đánh lên môi rất thích nhưng son bóng bôi lại có cảm_giác giống đang bôi dầu phật linh cứ tê_tê môi và mùi cao,"[0, 1, 1, 0, 0, 1, 1, 0]"
son đẹp xinh dữ lắm mua lại lần 2 rồi quốc_tế nên giao hơi lâu,"[0, 0, 0, 0, 0, 0, 1, 0]"
giao hàng nhanh đóng_gói ổn chất_lượng ok son thơm dùng thích,"[0, 0, 1, 0, 0, 0, 1, 1]"
son tạm ổn giá như vậy là ổn rồi màu lì đẹp lắm giao hơi lâu tí,"[1, 0, 0, 1, 0, 1, 1, 0]"
công_dụng son môi kết cấu đẹp độ bền_màu hơi bền đẹp giao hàng nhanh đóng_gói kĩ,"[1, 1, 0, 0, 0, 0, 1, 1]"
công_dụng ben dep kết_cấu r độ bền_màu ok hàng đẹp nơ to phồng,"[1, 1, 0, 0, 0, 0, 0, 0]"
h nfmfnd n bz,"[0, 0, 0, 0, 1, 0, 0, 0]"
sp đung khá là ok mình mua của shop vài lần rồi giao hàng nhanh,"[0, 0, 0, 0, 0, 0, 1, 0]"
ns chung là giá tiền này mua đc bằng đấy cây son hời lắm rồi heart_suit heart_suit shiper cực nhiệt_tình vào tận nhà mình lun flushed_face ưng quá tr hàng đóng_gói ok lắm mỗi tội hàng về hơi lâu nhìn lai vẫn thấy đẹp mua vs giá uy_tín nx sẽ mãi_mãi ủng_hộ shop face_blowing_a_kiss,"[0, 0, 0, 1, 0, 0, 1, 1]"
son khá lì nhưng mau khô khó tán mùi thì ko thơm lắm giao hàg khá lâu cỡ tuần ms có màu thì đỏ quá nên cho 4 thôi grinning_face,"[1, 1, 1, 0, 0, 1, 1, 0]"
son cực xinh luôn mua nhìu lần rùi nên khỏi bàn về châtz lượng hehe thơm xịn mịn giá lại oki sparkling_heart check_mark_button ảnh minh_họa vì mình chưa chụp đc,"[0, 1, 1, 1, 0, 0, 0, 0]"
chất_lượng sản_phẩm tuyệt_vời đóng_gói cẩn_thận shop giao hàng nhanh,"[0, 0, 0, 0, 0, 0, 1, 1]"
son lên màu đẹp,"[0, 0, 0, 0, 0, 1, 0, 0]"
son xinh lắm đánh mịn môi giá thì hạt rẻ cho 5 sao luôn,"[0, 1, 0, 1, 0, 0, 0, 0]"
công_dụng son kết_cấu mỏng độ bền_màu 8 10 màu này sẽ đẹp với những bạn da trung_bình đến da trắng ạ màu xinh xỉu luôn nhiều người k biết nhưng chất son của dòng này k thích lắm mùi hơi khó_chịu,"[1, 1, 1, 0, 0, 1, 0, 0]"
công_dụng màu làm sáng men răng rất tôn da kết_cấu mềm mịn không bị khô môi độ bền_màu 9 đ hình_ảnh mang tính_chất nhận xu,"[1, 1, 0, 0, 0, 1, 0, 0]"
mua đợt 10 10 nên giá cực_kì hời màu đẹp nhưng chưa thử lên môi,"[0, 0, 0, 1, 0, 1, 0, 0]"
dep lam mnguoi oiui,"[0, 0, 0, 0, 1, 0, 0, 0]"
xinh lúm mua i,"[0, 0, 0, 0, 1, 0, 0, 0]"
giao hàng nhanh đúng loại hàng đóng_gói cẩn_thận,"[0, 0, 0, 0, 0, 0, 1, 1]"
công_dụng dùng để đánh lớp lót ok lắm kết_cấu son kem độ bền_màu khá ok giao hàng nhanh_shop đóng goi kĩ lắm,"[1, 1, 0, 0, 0, 0, 1, 1]"
ok,"[0, 0, 0, 0, 1, 0, 0, 0]"
công_dụng son môi kết cấu dạng kem độ bền_màu mua hộ nên chưa test chưa biết ra sao,"[1, 1, 0, 0, 0, 0, 0, 0]"
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp và chắc_chắn,"[0, 0, 0, 0, 0, 0, 0, 1]"
đẹp nma màu lên môi hơi nhạt bám môi trung_bình thui h anh ko lquan sr,"[1, 0, 0, 0, 0, 1, 0, 0]"
son nhỏ ít nhưng mà thơm mùi socola dã_man màu cx ổn fgfvhjhd,"[0, 0, 1, 0, 0, 1, 0, 0]"
sản_phẩm chất_lượng giao hàng nhanh màu lên rất xinh mọi người nên mua nhé,"[0, 0, 0, 0, 0, 1, 1, 0]"
shop đóng_gói kĩ nma lúc nhận thì thiếu hàng cũng k biết lí_do sao luôn sad_but_relieved_face,"[0, 0, 0, 0, 0, 0, 1, 1]"
hàng chính hãng nên rất yên_tâm về sản_phẩm màu son đẹp,"[0, 0, 0, 0, 0, 1, 0, 0]"
chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời,"[0, 0, 0, 0, 1, 0, 0, 0]"
thích,"[0, 0, 0, 0, 1, 0, 0, 0]"
son bao_bì chắc_chắn hơn mình nghĩ không hệ bị ọp_ẹp mỏng_dính chất son riêng môi mình thấy rất bị bột và khô màu hơi cam hơn so với mình nghĩ clapping_hands,"[0, 1, 0, 0, 0, 1, 0, 1]"
giao hàng đầy_đủ sơn màu đẹp lắm nhé mn mỗi tội hơi khô môi thui son màu lì hơn kẻ mắt,"[1, 1, 0, 0, 0, 1, 1, 0]"
đẹp,"[0, 0, 0, 0, 1, 0, 0, 0]"
son cũng được nhưng mà nhanh trôi quá với không đánh viền môi được hơi thất_vọng person_facepalming chắc sẽ không mua lại đâu,"[1, 0, 0, 0, 0, 0, 0, 0]"
thoi gian giao hang cham dong goi san pham dep giao_du san pham,"[0, 0, 0, 0, 0, 0, 1, 1]"
lần t2 mua tại shop này lun sản_phẩm còn nguyên_vẹn nhưng mà giao hàng hơi lâu,"[0, 0, 0, 0, 0, 0, 1, 0]"
giao hàng siu nhanh luôn í màu còn xink nx thơm cam iphone mình bj bể nên hơi mờ nhx đẹp lắm nha nên mua hopej cho nhx bạn da ngâm,"[0, 0, 1, 0, 0, 0, 1, 0]"
chất_lượng quá ok,"[0, 0, 0, 0, 1, 0, 0, 0]"
công_dụng có_thể nâng tông da và răng kết_cấu mềm_mại độ bền_màu khá tốt giao hàng khá kế của son bao đẹp trông rất quý_phái và sang son mềm_mại như có mùi thơm nhẹ khá giống mùi ván sữa son lên màu đẹp khi tô ful môi thì màu son_trông cực_kì bí_ẩn và quyến_rũ mình rất son không_những làm trắng răng mà làm da của mình trắng lên,"[1, 1, 1, 0, 0, 1, 1, 0]"
đóng gói cẩn_thận đẹp mua giúp nên chưa khưui,"[0, 0, 0, 0, 0, 0, 0, 1]"
sản_phẩm chất_lượng phù_hợp hía tiền mình sẽ còn ủng_hộ nhìu,"[0, 0, 0, 1, 0, 0, 0, 0]"
giao hàng hơi lâu tí nhưng ko sao cực đẹp chất_lượng có mùi socola,"[0, 0, 1, 0, 0, 0, 1, 0]"
võ son nhìn sang xịn mịn màu son này tuy k giống trên ảnh nhưng nhìn đẹp lắm ạ bsba sja abjs sjsbs nsjsjs sjsks,"[0, 0, 0, 0, 0, 1, 0, 0]"
son cũng tạm ổn với giá tiền như vậy thì k đòi_hỏi gì thêm được lên màu cũng ok hình_ảnh video mang tính_chất nhận xu,"[0, 0, 0, 1, 0, 1, 0, 0]"
shop giao đúng hàng màu son rất đẹp chất kem mịn thơm nói_chung ưng lắm,"[0, 1, 1, 0, 0, 1, 1, 0]"
vỏ ngoài nhìn rất đẹp sang xịn mịn do đây là mình mua tặng bạn nên k mở ra test cho mn xem được,"[0, 0, 0, 0, 1, 0, 0, 0]"
màu 204 khá kén tông da sau khi sử_dụng lên môi nó trôi đi để lại base hồng cánh sen khá sáng màu 105 bị lệch màu so với trên hình khi dùng kén da và men răng màu cam đất nhưng thiên_cam sáng khó dùng nếu không make up đặc_biệt nhớ tẩy tế_bào chết và dưỡng ẩm môi kỹ slightly_smiling_face,"[0, 0, 0, 0, 0, 1, 0, 0]"
quả son quẹt lên phát lì k tán đc lun clown_face tẩy_trang kĩ khi dùng í bám màu 2 3 t,"[1, 1, 0, 0, 0, 0, 0, 0]"
mùa dịch nên giao hàng chậm một_chút nhưng không sao màu son dễ đánh mùi son thơm chất son cũng khá ok,"[0, 1, 1, 0, 0, 1, 1, 0]"
đóng gói sơ_sài chỉ môt lớp túi bóng mà hàng từ nước_ngoài về bọc bị rách rơi đồ của mình ở kho,"[0, 0, 0, 0, 0, 0, 0, 1]"
được biết đến là nguyên_liệu được sử_dụng trong làm bánh khá thông_dụng trông giống như một loại kem bơ tuy_nhiên chúng có những đặc_tính khác hơn cách làm tại nhà cũng khá đơn_giản để hiểu thêm về loại nguyên_liệu này và biết được công_dụng trong làm bánh chúng t,"[0, 0, 0, 0, 1, 0, 0, 0]"
son thơm mùi socola tuy_nhiên màu cũng không được đẹp lắm với_lại hơi khô,"[0, 1, 1, 0, 0, 1, 0, 0]"
son xài thích lắm ạ màu cực đẹp,"[0, 0, 0, 0, 0, 1, 0, 0]"
vì là mua tặng nên ko bóc ra test thử bên trong,"[0, 0, 0, 0, 1, 0, 0, 0]"
giao hàng 2 năm mới giao đặt từ đến mới nhận được ạ,"[0, 0, 0, 0, 0, 0, 1, 0]"
đóng hàng chắc_chắn giao đúng màu tuỵt dời,"[0, 0, 0, 0, 0, 0, 1, 1]"
màu son lên chuẩn rất mượt môi stain không quá nhiều nhưng vẫn ổn màu tôn_dạ và cả bạn môi mỏng,"[0, 1, 0, 0, 0, 1, 0, 0]"
hàng đóng_gói cẩn_thận giao nhanh son rất mượt thơm nha,"[0, 1, 1, 0, 0, 0, 1, 1]"
nay shop giao hàng nhanh quá vẫn sẽ ủng_hộ tiếp lần trc đặt shop chuẩn_bị hàng thiếu 1 sản_phẩm kbiet lên lạc_shop thế_nào,"[0, 0, 0, 0, 0, 0, 1, 0]"
son lì đóng_gói cẩn_thận df,"[1, 0, 0, 0, 0, 1, 0, 0]"
giao hàng nhanh đồ rẻ chất_lượng shiper nhiệt_tình,"[0, 0, 0, 1, 0, 0, 1, 0]"
màu son và chất son rất đẹp giao hàng quốc_tế nên mất 10 ngày chất son lên môi sau một thời_gian thì hơi khô môi,"[0, 1, 0, 0, 0, 1, 1, 0]"
여러분들 세일 한다고 틴트를 2 개씩_막_이렇게_사시지_마시고ㅠ_립스틱_한_개_틴트_한개_사세용 heart_on_fire 근데_색깔은,"[0, 0, 0, 0, 1, 0, 0, 0]"
shop kh gửi son cho mình,"[0, 0, 0, 0, 1, 0, 0, 0]"
sản_phẩm tuyệt_vời chất_lượng tốt lắm giao hàng nhanh nên mua nhé,"[0, 0, 0, 0, 0, 0, 1, 0]"
màu xinh bám màu tốt nên mua nên mua cầm_hơi nhẹ nhưng chắc_tay lắm nha giao hàng nhiệt_tình,"[0, 0, 0, 0, 0, 1, 1, 0]"
thơm vs xinh lắm luôn á mn ơi màu 25 thì nổi_tiếng lâu_nay rồi khuyết_điểm là son hơi khô thôi crying_face,"[0, 1, 1, 0, 0, 1, 0, 0]"
trời ơi son gì đâu mà xịn quá mùi thơm chất son mịn đúng đỉnh luôn í vỏ hộp lại đẹp nữa nên mua nha mn lần đầu_tiên mua son trên shope mà ưng í gì đâu giao hàng nhanh 3 ngày là có hàng smiling_face_with_heart eyes,"[0, 1, 1, 0, 0, 0, 1, 0]"
sản_phẩm tốt lâu trôi mau ra đều không bị tắcq thời_gian giao nhanh,"[1, 0, 0, 0, 0, 0, 1, 0]"
đã nhận được hàng shop nhé mà khéo thế không biết sáng đi quên không mang son nhìn mặt nhợt_nhạt đến kinh đang chán tự_dưng bạn shiper mang gói hàng qua mừng rơi nước_mắt lần đầu mua hàng của shop vì mới biết đến shop nhưng quá ưng luôn 3 đơn nữa đang về không biết được quà như shop hứa k,"[0, 0, 0, 0, 0, 0, 1, 0]"
sản_phẩm chất_lượng tốt mau lên cực_kỳ xinh đóng gói hàng cẩn_thận do dịch nên giao hơi lâu một xíu,"[0, 0, 0, 0, 0, 1, 1, 1]"
đc tặng kèm cây son đạn ok OK_hand hundred_points,"[0, 0, 0, 0, 1, 0, 0, 0]"
son chất mướt lì màu chuẩn đẹp hơi khô nên thoa 1 lớp dưỡng nhẹ trc nói_chung là rất hài_lòng,"[1, 1, 0, 0, 0, 1, 0, 0]"
tặng gói icloud 50 gb miễn_phí 3 tháng xem chi_tiết mua kèm aple care tăng thêm 2 năm bảo_hành_chính hãng xem chi_tiết tặng pmh 10 0 đ mua 365 student khi mua online đến 30 1 xem chi_tiết_giảm ngay 10 magic mouse 2 khi mua kèm macbok tặng balo sành_điệu,"[0, 0, 0, 0, 1, 0, 0, 0]"
cross_mark ốp lưng silicon dẻo màu bảo_vệ cam doremon star 𝐂𝐡𝐚_𝐭_𝐥𝐢𝐞_𝐮 silicon dẻo bảo_vệ cam tốt scroll bảng mã silicon màu bảo_vệ camera ful dòng fire 𝗟𝗨𝗢_𝗡_𝗧𝗨𝗬𝗘_𝗡_𝗦𝗜 fire check_mark_button 𝗨_𝗽_𝗮_𝗻𝗵_𝗰𝗵𝗼_𝘁 đ𝗼 𝗻_𝗹𝗮_𝗴𝗶𝗮_𝗻𝗵𝗮_𝗽_𝘀𝗶,"[0, 0, 0, 0, 1, 0, 0, 0]"
sp giống hình vỏ xinh giao nhanh dùng hợp sẽ mua tiếp 3,"[0, 0, 0, 0, 0, 0, 1, 0]"
giao nhanh đóng_gói kĩ chất kem đặc son ẩm mượt đáng mua,"[0, 1, 0, 0, 0, 0, 1, 1]"
công_dụng son đẹp màu đẹp kết_cấu dạng kem độ bền_màu lâu trôi giá rẻ mà chất_lượng sẽ ủng_hộ,"[1, 1, 0, 1, 0, 1, 0, 0]"
ok lala lắm nha son thơm mùi kẹo chất mịn kh bị khô môi,"[0, 1, 1, 0, 0, 0, 0, 0]"
son đẹp màu chuẩn lì chim_ưng,"[1, 0, 0, 0, 0, 1, 0, 0]"
rẻ nhưng dùng tốt ạ màu đẹp bền nói_chung là xinh lắm luôn nhưng hàng quốc_tế nên hơi lâu á,"[1, 0, 0, 1, 0, 1, 1, 0]"
màu cam cháy mà hơi cam hơi sáng xỉn màu mùi hơi nồng nhưng cũng mềm môi hơn hẳn các son nội_địa trung khác,"[0, 1, 1, 0, 0, 1, 0, 0]"
tb chúc_mừng năm mới 202 vietel tă ng 20 giá_trị tất_cả thẻ nạp trong ngày 01 01 tiền km sử_dụng nô i ma ng đê n hê t giảm thêm 3 khi nạp thẻ tại chi_tiết gọi 197 bấm phím 19 0 đ trân_trọng,"[0, 0, 0, 0, 1, 0, 0, 0]"
uhm có_vẻ tham nhma e rất mún nó thành hiện thật ạ hsg toàn_diện bame và gđ ăn đc_phát vé_số có đc ip1 128 gb pleading_face,"[0, 0, 0, 0, 1, 0, 0, 0]"
cứ gọi là đỉnh màu cực_kỳ xinh đúng màu mình thích lun ấy thíh wa ạ,"[0, 0, 0, 0, 0, 1, 0, 0]"
